"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Ripchain Razorkin","R","C","80956","8.32","12412","11.11","17804","22.8%","54.5%","2816","52.2%","4112","55.6%","6928","54.2%","10881","54.6%","-0.4pp"
"Erratic Apparition","U","C","79874","7.57","13956","9.89","39631","45.8%","54.5%","6520","52.5%","10222","55.2%","16742","54.2%","22905","54.8%","-0.6pp"
"Don't Make a Sound","U","C","80128","7.59","13506","10.15","25532","30.2%","54.5%","4357","56.2%","6648","55.1%","11005","55.5%","14519","53.7%","1.8pp"
"Hardened Escort","W","C","70751","5.28","7154","7.83","26904","61.2%","54.5%","4531","55.0%","5887","53.5%","10418","54.1%","16435","54.6%","-0.5pp"
"Unwilling Vessel","U","U","21482","3.67","5585","4.37","30342","89.6%","54.5%","5219","54.3%","7975","55.2%","13194","54.9%","17163","54.1%","0.7pp"
"Twist Reality","U","C","79342","7.27","13435","9.60","36943","44.3%","54.4%","6055","52.7%","9651","56.5%","15706","55.1%","21242","54.0%","1.1pp"
"Defiled Crypt // Cadaver Lab","B","U","25947","4.46","5955","5.47","26004","72.1%","54.4%","4199","53.2%","6663","57.9%","10862","56.1%","15009","53.2%","2.9pp"
"Fear of Infinity","UB","U","32000","5.80","7006","6.82","25653","59.7%","54.4%","4373","56.0%","6739","56.9%","11112","56.6%","14557","52.7%","3.8pp"
"Cracked Skull","B","C","81187","8.69","13838","11.46","12143","13.9%","54.4%","1961","51.8%","3167","57.0%","5128","55.0%","7002","54.0%","1.0pp"
"Raucous Carnival","","C","36601","4.97","2991","7.24","11974","66.0%","54.4%","2178","55.1%","2712","52.9%","4890","53.8%","7084","54.8%","-0.9pp"
"Fear of Impostors","U","U","23264","4.06","3948","5.27","19408","81.0%","54.3%","3133","53.0%","5034","56.4%","8167","55.1%","11241","53.7%","1.3pp"
"Moldering Gym // Weight Room","G","C","68203","5.00","9186","6.93","40692","73.5%","54.3%","7133","54.3%","9891","56.8%","17024","55.8%","23640","53.3%","2.5pp"
"Floodfarm Verge","","R","2343","1.20","312","","1013","51.5%","54.3%","184","","216","","400","","613","51.4%",""
"Malevolent Chandelier","","C","81793","7.97","8031","11.16","8465","16.8%","54.2%","1251","47.4%","2189","54.5%","3440","51.9%","5031","55.8%","-3.9pp"
"Bleeding Woods","","C","38620","5.44","3712","7.67","13558","59.7%","54.2%","2437","55.3%","3130","52.7%","5567","53.8%","7981","54.5%","-0.6pp"
"Shepherding Spirits","W","C","76764","6.24","9619","9.07","29458","49.5%","54.1%","4917","52.1%","6926","54.2%","11843","53.3%","17618","54.6%","-1.3pp"
"Razorkin Needlehead","R","R","2447","1.26","890","1.26","4345","81.7%","54.1%","765","56.7%","989","55.8%","1754","56.2%","2584","52.7%","3.5pp"
"Horrid Vigor","G","C","80869","8.15","12360","10.70","23824","30.9%","54.1%","3791","53.1%","5486","56.1%","9277","54.9%","14543","53.6%","1.2pp"
"Violent Urge","R","U","29066","5.39","4175","7.29","14070","55.1%","54.1%","2204","51.9%","3080","54.0%","5284","53.1%","8782","54.6%","-1.5pp"
"Cathartic Parting","G","U","27580","4.88","3802","6.64","14279","62.9%","54.1%","2199","52.2%","3536","56.3%","5735","54.7%","8564","53.5%","1.2pp"
"Cautious Survivor","G","C","79826","7.22","10097","10.05","23039","37.2%","54.0%","3652","52.9%","5304","54.5%","8956","53.8%","14062","54.1%","-0.3pp"
"Altanak, the Thrice-Called","G","U","17311","2.95","3708","3.45","18601","82.8%","54.0%","2856","52.8%","4515","55.9%","7371","54.7%","11221","53.5%","1.1pp"
"Rite of the Moth","WB","U","27935","4.63","4121","5.50","15965","64.7%","54.0%","2548","52.9%","4060","58.0%","6608","56.0%","9275","52.5%","3.5pp"
"The Mindskinner","U","R","3167","1.52","825","1.58","3752","74.6%","54.0%","652","57.8%","1009","55.6%","1661","56.5%","2103","52.2%","4.3pp"
"Miasma Demon","B","U","25447","4.54","3810","5.95","15054","65.9%","54.0%","2291","53.0%","3868","56.5%","6159","55.2%","8843","53.1%","2.1pp"
"Waltz of Rage","R","R","2253","1.16","750","1.16","3428","75.0%","53.9%","540","51.7%","819","55.7%","1359","54.1%","2065","53.8%","0.3pp"
"Emerge from the Cocoon","W","C","77062","6.23","9217","8.80","23436","41.0%","53.9%","3663","52.0%","5942","57.1%","9605","55.1%","13708","52.8%","2.3pp"
"Enduring Vitality","G","R","2412","1.24","1181","1.25","5833","83.3%","53.8%","951","57.0%","1414","55.3%","2365","56.0%","3457","52.3%","3.7pp"
"Rip, Spawn Hunter","WG","R","2694","1.33","637","1.39","2398","64.8%","53.8%","401","","559","55.6%","960","55.6%","1442","52.7%","2.9pp"
"Cryptid Inspector","G","C","74720","5.91","9416","8.01","36192","63.1%","53.8%","6336","52.2%","8941","54.1%","15277","53.3%","20912","54.2%","-0.9pp"
"Appendage Amalgam","B","C","80617","7.88","14896","10.38","37948","41.0%","53.8%","6446","52.2%","9580","54.7%","16026","53.7%","21869","53.9%","-0.2pp"
"Overgrown Zealot","G","U","17530","2.97","3305","3.74","17298","87.8%","53.8%","2983","57.1%","3983","52.4%","6966","54.4%","10310","53.3%","1.1pp"
"Neglected Manor","","C","40906","6.37","5675","8.49","18517","53.8%","53.8%","3350","54.2%","4527","54.4%","7877","54.3%","10614","53.3%","1.0pp"
"Hauntwoods Shrieker","G","M","1092","1.12","704","1.12","3574","83.9%","53.7%","618","57.9%","894","54.6%","1512","56.0%","2063","52.1%","3.9pp"
"Frantic Strength","G","C","81309","8.27","11590","11.08","18010","24.7%","53.7%","2841","54.7%","4075","54.0%","6916","54.3%","11089","53.4%","0.9pp"
"Dashing Bloodsucker","B","U","31622","6.42","6654","8.15","21206","52.2%","53.7%","3484","52.9%","5372","55.4%","8856","54.4%","12327","53.2%","1.2pp"
"Bedhead Beastie","R","C","79388","7.49","10695","10.49","19985","29.7%","53.7%","3342","51.3%","4582","53.5%","7924","52.5%","12057","54.5%","-1.9pp"
"Restricted Office // Lecture Hall","WU","R","2378","1.19","602","1.18","2443","68.2%","53.7%","392","","597","57.3%","989","54.2%","1445","53.3%","0.9pp"
"Valgavoth's Lair","","R","3688","1.82","836","2.01","4523","90.7%","53.7%","892","54.6%","1060","49.9%","1952","52.0%","2567","55.0%","-3.0pp"
"Bear Trap","","C","81384","7.95","7664","11.18","6957","14.4%","53.7%","1210","52.1%","1543","52.2%","2753","52.1%","4199","54.7%","-2.6pp"
"Infernal Phantom","R","U","23806","4.05","3134","5.33","13927","74.0%","53.7%","2232","50.4%","3287","54.3%","5519","52.7%","8400","54.3%","-1.5pp"
"Intruding Soulrager","UR","U","31577","5.86","3050","7.98","7974","43.1%","53.7%","1335","54.5%","2128","55.7%","3463","55.3%","4512","52.4%","2.9pp"
"Savior of the Small","W","U","22884","3.89","3464","5.05","16057","78.1%","53.7%","2576","52.5%","3763","53.7%","6339","53.2%","9695","53.9%","-0.7pp"
"Living Phone","W","C","79465","7.24","9082","10.39","13499","23.8%","53.6%","2302","50.3%","2951","51.3%","5253","50.9%","8196","55.4%","-4.5pp"
"Ghostly Keybearer","U","U","23695","4.01","4388","5.03","20879","79.1%","53.6%","3403","53.6%","5545","54.3%","8948","54.0%","11950","53.2%","0.8pp"
"Daggermaw Megalodon","U","C","78503","7.13","12397","9.85","32467","42.5%","53.6%","5425","51.6%","8318","54.3%","13743","53.2%","18751","53.8%","-0.5pp"
"Untimely Malfunction","R","U","33710","8.31","7760","10.41","10359","21.2%","53.6%","1668","54.0%","2332","53.8%","4000","53.8%","6353","53.4%","0.4pp"
"Skullsnap Nuisance","UB","U","33628","7.49","7260","9.03","16563","37.2%","53.5%","2774","54.2%","4421","55.6%","7195","55.1%","9348","52.2%","2.8pp"
"Trial of Agony","R","U","25772","4.49","3574","6.05","14686","67.7%","53.5%","2442","51.0%","3292","53.4%","5734","52.4%","8951","54.2%","-1.8pp"
"Shrewd Storyteller","WG","U","26970","4.47","2544","5.58","9716","63.6%","53.5%","1682","53.9%","2133","53.6%","3815","53.8%","5872","53.0%","0.7pp"
"Balemurk Leech","B","C","79799","7.87","14643","10.28","37122","40.8%","53.5%","6488","53.5%","9168","54.2%","15656","53.9%","21433","53.1%","0.8pp"
"Haunted Screen","","U","33894","7.68","7050","9.78","12131","28.1%","53.4%","2245","52.5%","2887","56.4%","5132","54.7%","6994","52.3%","2.3pp"
"Blazemire Verge","","R","2996","1.46","426","","1276","50.9%","53.3%","248","","314","","562","53.7%","713","53.0%","0.7pp"
"Baseball Bat","WG","U","27063","4.51","2429","5.73","8360","57.4%","53.2%","1325","52.5%","1821","53.4%","3146","53.0%","5216","53.3%","-0.3pp"
"Peculiar Lighthouse","","C","39777","5.96","3724","8.38","11277","49.0%","53.2%","2037","53.4%","2829","55.8%","4866","54.8%","6409","52.0%","2.8pp"
"Possessed Goat","W","C","78355","6.72","8897","9.64","19405","35.8%","53.2%","3485","53.9%","4473","53.0%","7958","53.4%","11398","53.0%","0.5pp"
"Creeping Peeper","U","C","76909","6.56","11948","8.87","39816","54.7%","53.1%","6842","53.0%","10061","52.1%","16903","52.5%","22912","53.6%","-1.1pp"
"Meathook Massacre II","B","M","1677","1.60","474","","1727","58.9%","53.1%","289","","445","","734","53.3%","987","53.1%","0.2pp"
"The Jolly Balloon Man","WR","R","2317","1.17","852","1.17","3746","73.2%","53.0%","659","53.7%","836","52.9%","1495","53.2%","2234","52.7%","0.6pp"
"Smoky Lounge // Misty Salon","UR","U","33458","6.94","7451","8.13","18355","40.4%","53.0%","3210","53.3%","4806","57.6%","8016","55.9%","10242","50.7%","5.2pp"
"Funeral Room // Awakening Hall","B","M","1373","1.40","627","1.38","3061","80.8%","52.8%","547","51.9%","791","58.0%","1338","55.5%","1702","50.5%","5.1pp"
"Fear of the Dark","B","C","81822","8.71","16128","11.26","24408","24.2%","52.8%","3777","50.9%","6223","54.8%","10000","53.3%","14412","52.4%","0.9pp"
"Victor, Valgavoth's Seneschal","WB","R","3101","1.51","798","1.53","3184","67.4%","52.7%","531","53.9%","811","55.4%","1342","54.8%","1834","51.1%","3.6pp"
"Scrabbling Skullcrab","U","U","31779","6.35","7585","7.48","26454","57.8%","52.6%","4740","51.8%","6977","52.9%","11717","52.5%","14728","52.7%","-0.3pp"
"Clammy Prowler","U","C","81477","8.46","14572","11.12","19243","21.1%","52.6%","3044","49.8%","4861","53.7%","7905","52.2%","11342","52.9%","-0.7pp"
"Etched Cornfield","","C","39700","5.76","3595","8.15","11146","51.8%","52.5%","2007","53.2%","2540","50.8%","4547","51.9%","6591","53.0%","-1.1pp"
"Central Elevator // Promising Stairs","U","R","4871","2.14","672","2.23","2085","52.9%","52.3%","341","","599","56.4%","940","53.8%","1150","51.0%","2.9pp"
"Anthropede","G","C","79941","7.26","8172","10.41","12865","25.5%","52.2%","2014","49.6%","3024","51.0%","5038","50.4%","7819","53.4%","-2.9pp"
"Attack-in-the-Box","","U","33314","6.69","3146","9.68","4524","23.1%","52.2%","761","48.2%","1047","52.0%","1808","50.4%","2708","53.4%","-3.0pp"
"Hedge Shredder","G","R","2488","1.25","961","1.26","4564","80.5%","52.1%","800","50.4%","1093","52.7%","1893","51.7%","2675","52.4%","-0.7pp"
"Hallowed Haunting","W","M","334","","138","","606","74.8%","52.0%","102","","154","","256","","350","",""
"Demonic Counsel","B","R","5900","2.51","533","2.89","506","15.7%","52.0%","84","","126","","210","","293","",""
"Keys to the House","","U","33789","7.71","6534","9.97","10811","26.9%","52.0%","1994","50.8%","2583","52.4%","4577","51.7%","6225","52.2%","-0.5pp"
"Give In to Violence","B","C","81199","8.80","12110","11.81","8038","10.5%","51.9%","1370","49.7%","1969","55.7%","3339","53.2%","4682","51.0%","2.2pp"
"Unwanted Remake","W","U","30123","5.23","3198","7.43","8782","46.0%","51.7%","1384","50.4%","1996","50.2%","3380","50.3%","5391","52.6%","-2.3pp"
"Nashi, Searcher in the Dark","UB","R","3192","1.53","742","1.54","2763","61.8%","51.7%","464","","773","54.7%","1237","56.6%","1522","47.6%","9.0pp"
"Enduring Tenacity","B","R","3363","1.59","977","1.61","4109","71.4%","51.7%","638","50.8%","1074","54.6%","1712","53.2%","2382","50.8%","2.4pp"
"Kona, Rescue Beastie","G","R","3075","1.49","967","1.52","4300","76.8%","51.7%","706","50.7%","1033","52.7%","1739","51.9%","2566","51.5%","0.4pp"
"Fear of Failed Tests","U","U","34165","8.48","8630","10.43","11346","21.2%","51.3%","1690","48.5%","3009","51.7%","4699","50.5%","6654","51.9%","-1.3pp"
"Mirror Room // Fractured Realm","U","M","1129","1.14","488","","2197","76.7%","51.0%","366","","562","55.0%","928","53.1%","1263","49.5%","3.6pp"
"Charred Foyer // Warped Space","R","M","1328","1.32","386","","1618","70.4%","50.9%","243","","429","","672","51.3%","941","50.4%","1.0pp"
"Cursed Recording","R","R","3121","1.50","288","","501","29.5%","50.9%","67","","140","","207","","293","",""
"Peer Past the Veil","RG","R","3071","1.49","377","","1019","45.8%","50.8%","163","","219","","382","","634","52.5%",""
"Pyroclasm","R","U","23960","4.08","1924","5.75","5576","48.6%","50.7%","926","48.6%","1343","50.6%","2269","49.8%","3305","51.3%","-1.5pp"
"Rampaging Soulrager","R","C","80937","8.35","10875","11.29","13805","20.4%","50.0%","2311","47.5%","3345","50.4%","5656","49.2%","8151","50.6%","-1.4pp"
"Cackling Slasher","B","C","81454","8.80","11660","11.95","7422","10.1%","49.9%","1159","48.1%","1850","49.6%","3009","49.1%","4409","50.5%","-1.5pp"
"Enter the Enigma","U","C","81217","8.50","12778","11.44","7822","9.8%","49.8%","1224","48.3%","2019","50.5%","3243","49.7%","4581","49.8%","-0.1pp"
"Greenhouse // Rickety Gazebo","G","U","33738","8.14","7014","10.33","7093","16.5%","49.0%","1143","43.7%","1740","51.2%","2883","48.2%","4198","49.5%","-1.3pp"
"Doomsday Excruciator","B","R","5945","2.48","705","2.84","1114","27.2%","49.0%","154","","283","","437","","669","50.2%",""
"Winter, Misanthropic Guide","BRG","R","4893","2.16","411","","780","30.9%","48.8%","124","","198","","322","","454","",""
"Hushwood Verge","","R","2811","1.41","338","","655","32.2%","48.7%","124","","148","","272","","383","",""
"Maddening Hex","R","M","683","2.73","180","","591","58.2%","47.2%","110","","120","","230","","360","",""
"Grievous Wound","B","R","5876","2.50","538","2.78","907","28.6%","46.3%","126","","233","","359","","547","47.5%",""
"Dazzling Theater // Prop Room","W","R","3018","1.47","318","","692","38.9%","46.2%","98","","147","","245","","447","",""
"Walk-In Closet // Forgotten Cellar","G","M","2788","2.42","346","","535","26.6%","44.9%","94","","140","","234","","299","",""
"Marina Vendrell","WUBRG","R","6647","2.66","650","2.93","688","18.1%","43.0%","95","","192","","287","","402","",""
"Leyline of Hope","W","R","5824","2.43","340","","100","4.8%","","0","","16","","16","","84","",""
"Leyline of Transformation","U","R","5864","2.54","360","","54","2.6%","","0","","9","","9","","45","",""
"Marina Vendrell's Grimoire","U","R","5943","2.52","367","","77","3.6%","","12","","26","","38","","39","",""
"The Tale of Tamiyo","U","R","5979","2.49","440","","261","10.0%","","48","","73","","121","","140","",""
"Leyline of the Void","B","R","5894","2.47","349","","133","6.5%","","2","","31","","33","","100","",""
"Leyline of Resonance","R","R","5898","2.47","410","","149","5.9%","","1","","33","","34","","115","",""
"Leyline of Mutation","G","R","5673","2.45","306","","15","0.8%","","0","","3","","3","","12","",""
"Soul Warden","W","M","334","","51","","240","","","43","","47","","90","","150","",""
"Expropriate","U","M","657","2.68","98","","146","23.7%","","23","","44","","67","","80","",""
"Phantasmal Image","U","M","244","","100","","479","80.1%","","83","","134","","217","","259","",""
"Sacrifice","B","M","625","2.77","68","","45","","","4","","13","","17","","28","",""
"Collected Company","G","M","282","","72","","234","","","35","","61","","96","","138","",""
"Noxious Revival","G","M","513","2.44","69","","198","","","26","","44","","70","","128","",""
