"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Cryptid Inspector","G","C","62688","6.17","8518","8.93","33902","56.2%","56.6%","5349","55.2%","8291","56.9%","13640","56.2%","20243","56.9%","-0.7pp"
"Peculiar Lighthouse","","C","34942","6.78","6422","9.33","23213","51.0%","56.6%","4474","57.2%","5721","57.5%","10195","57.4%","13008","56.0%","1.3pp"
"Grasping Longneck","G","C","65910","6.52","8350","9.57","30982","52.4%","56.6%","5001","56.2%","7157","56.8%","12158","56.6%","18792","56.5%","0.0pp"
"Horrid Vigor","G","C","68076","7.31","7489","10.86","14446","27.0%","56.6%","2129","55.0%","3283","59.2%","5412","57.5%","9028","56.0%","1.5pp"
"Hardened Escort","W","C","63660","6.35","7139","9.54","23343","46.0%","56.6%","3721","57.6%","5080","56.1%","8801","56.7%","14484","56.3%","0.4pp"
"Impossible Inferno","R","C","67276","6.75","10015","9.66","30668","43.1%","56.5%","4213","54.6%","7216","58.5%","11429","57.0%","19217","56.3%","0.8pp"
"Violent Urge","R","U","25214","5.86","3698","8.26","12088","46.3%","56.5%","1705","53.4%","2564","56.0%","4269","55.0%","7817","57.4%","-2.4pp"
"Restricted Office // Lecture Hall","WU","R","6582","3.60","1498","4.52","6375","60.0%","56.5%","978","54.4%","1540","59.2%","2518","57.3%","3829","56.0%","1.3pp"
"Cynical Loner","B","U","22348","4.95","3457","6.84","16591","67.6%","56.5%","2805","59.6%","3941","57.0%","6746","58.1%","9810","55.4%","2.7pp"
"The Mindskinner","U","R","7099","3.71","1436","4.83","6114","60.2%","56.4%","927","58.8%","1632","58.1%","2559","58.4%","3574","55.0%","3.4pp"
"Grab the Prize","R","C","68395","7.42","8527","10.79","16399","27.2%","56.4%","2660","56.3%","3696","56.2%","6356","56.2%","10038","56.5%","-0.3pp"
"Bear Trap","","C","71103","7.81","8243","11.40","8732","14.9%","56.4%","1401","55.2%","2096","57.7%","3497","56.7%","5236","56.2%","0.5pp"
"Cult Healer","W","C","65602","6.55","7605","9.72","21557","39.7%","56.4%","3497","56.5%","5051","55.8%","8548","56.1%","13009","56.6%","-0.5pp"
"Found Footage","","C","71670","8.00","8959","11.45","10386","16.3%","56.4%","1851","54.8%","2466","58.1%","4317","56.7%","6060","56.2%","0.5pp"
"Keys to the House","","U","26513","5.95","3737","8.58","11847","45.1%","56.3%","2237","56.8%","2866","58.0%","5103","57.5%","6742","55.5%","2.0pp"
"Cautious Survivor","G","C","68394","7.17","8004","10.58","18163","31.9%","56.3%","2742","55.0%","4355","57.3%","7097","56.4%","11062","56.1%","0.3pp"
"Malevolent Chandelier","","C","71420","7.94","9712","11.19","13777","20.1%","56.3%","1841","51.9%","3628","57.4%","5469","55.5%","8332","56.7%","-1.2pp"
"Ghostly Keybearer","U","U","20112","4.64","3387","6.29","15545","64.6%","56.3%","2403","54.3%","4079","59.4%","6482","57.5%","9104","55.4%","2.2pp"
"Unholy Heat","R","M","383","","164","","1006","88.5%","56.3%","176","","236","","412","","593","53.6%",""
"Murder","B","C","48095","4.32","7653","5.98","42752","79.6%","56.2%","6732","56.5%","10798","59.7%","17530","58.5%","25067","54.6%","3.9pp"
"Shroudstomper","WB","U","21164","5.00","3447","6.63","13404","55.0%","56.1%","1924","57.6%","3396","60.1%","5320","59.2%","8066","53.9%","5.3pp"
"Murky Sewer","","C","33421","6.37","5646","8.86","22126","55.3%","56.1%","4140","57.8%","5410","56.5%","9550","57.1%","12553","55.4%","1.6pp"
"Boilerbilges Ripper","R","C","71200","7.86","8823","11.23","11816","18.8%","56.1%","1563","56.4%","2966","56.8%","4529","56.7%","7298","55.7%","1.0pp"
"Kaito, Bane of Nightmares","UB","M","1699","2.04","842","2.04","4508","75.0%","56.1%","736","60.1%","1218","63.5%","1954","62.2%","2547","51.6%","10.7pp"
"Daggermaw Megalodon","U","C","68450","6.80","9220","9.92","29048","44.7%","56.1%","4592","54.8%","7542","57.8%","12134","56.7%","16972","55.6%","1.1pp"
"Withering Torment","B","U","15218","3.17","3622","4.05","22276","86.9%","56.0%","3461","53.8%","5578","59.3%","9039","57.2%","13175","55.2%","2.0pp"
"Intruding Soulrager","UR","U","26700","6.92","3880","9.48","9180","33.4%","56.0%","1427","56.6%","2447","60.0%","3874","58.8%","5311","54.0%","4.8pp"
"Gloomlake Verge","","R","9285","4.41","1627","6.41","6220","54.0%","55.9%","1176","56.0%","1546","57.4%","2722","56.8%","3489","55.2%","1.5pp"
"Charred Foyer // Warped Space","R","M","2471","2.87","724","3.17","3758","73.0%","55.9%","595","55.3%","909","54.6%","1504","54.9%","2248","56.5%","-1.7pp"
"Winter's Intervention","B","C","60918","5.70","8079","8.22","34806","61.1%","55.9%","5722","57.4%","8550","58.2%","14272","57.9%","20436","54.5%","3.4pp"
"Etched Cornfield","","C","34601","6.67","5290","9.46","18061","48.0%","55.8%","3488","56.8%","4096","55.3%","7584","56.0%","10463","55.7%","0.3pp"
"Resurrected Cultist","B","C","68299","7.16","7619","10.58","18405","34.1%","55.8%","2844","55.3%","4498","55.8%","7342","55.6%","11074","55.9%","-0.3pp"
"Fear of Lost Teeth","B","C","63464","6.12","8020","8.89","33245","58.4%","55.8%","5408","57.9%","8271","57.3%","13679","57.6%","19535","54.5%","3.0pp"
"Infernal Phantom","R","U","22595","5.21","3316","7.38","12928","54.6%","55.7%","1940","55.8%","3101","57.5%","5041","56.9%","7901","55.0%","1.8pp"
"Vile Mutilator","B","U","17886","4.11","3161","5.36","16408","73.0%","55.7%","2220","55.7%","4150","59.2%","6370","57.9%","9979","54.3%","3.7pp"
"Savior of the Small","W","U","20905","4.79","2615","6.95","10696","57.4%","55.7%","1646","53.2%","2402","56.0%","4048","54.9%","6631","56.1%","-1.2pp"
"Defiled Crypt // Cadaver Lab","B","U","17381","4.00","3408","5.23","17015","71.1%","55.7%","2558","54.7%","4440","60.5%","6998","58.3%","9934","53.8%","4.5pp"
"Peer Past the Veil","RG","R","9714","4.89","1725","6.92","5937","48.0%","55.7%","945","55.4%","1366","57.0%","2311","56.3%","3621","55.3%","1.1pp"
"Rite of the Moth","WB","U","21504","5.21","3348","7.00","12274","52.2%","55.6%","1866","54.8%","3039","59.2%","4905","57.5%","7320","54.3%","3.2pp"
"Blazemire Verge","","R","9082","4.42","1468","6.49","5638","54.1%","55.6%","1098","56.8%","1367","54.6%","2465","55.6%","3165","55.6%","0.0pp"
"Friendly Teddy","","C","70202","7.59","8788","10.93","15647","25.2%","55.6%","2698","54.7%","3539","55.5%","6237","55.2%","9396","55.9%","-0.7pp"
"Derelict Attic // Widow's Walk","B","C","64683","6.51","7089","9.88","18527","36.9%","55.6%","3006","56.1%","4711","57.6%","7717","57.0%","10744","54.4%","2.6pp"
"Erratic Apparition","U","C","66629","7.00","8208","10.24","23279","40.0%","55.5%","3661","54.9%","5995","57.1%","9656","56.3%","13648","55.0%","1.3pp"
"Haunted Screen","","U","25814","5.84","3166","8.70","8845","39.6%","55.5%","1496","57.1%","2295","56.1%","3791","56.5%","5064","54.7%","1.7pp"
"Creeping Peeper","U","C","65436","6.63","8703","9.60","29336","47.5%","55.5%","4795","54.9%","7269","55.7%","12064","55.4%","17259","55.6%","-0.2pp"
"Baseball Bat","WG","U","24144","6.24","2921","9.01","6898","33.6%","55.5%","1033","53.8%","1461","55.8%","2494","55.0%","4404","55.8%","-0.8pp"
"Funeral Room // Awakening Hall","B","M","1843","2.14","786","2.28","4321","78.6%","55.5%","689","55.0%","1077","64.5%","1766","60.8%","2542","51.5%","9.3pp"
"Central Elevator // Promising Stairs","U","R","8719","4.69","1566","6.31","4832","43.2%","55.5%","738","54.2%","1368","59.4%","2106","57.5%","2730","53.9%","3.7pp"
"Emerge from the Cocoon","W","C","64653","6.48","7668","9.48","20286","37.5%","55.5%","2972","53.2%","5133","60.5%","8105","57.8%","12053","53.7%","4.1pp"
"Shepherding Spirits","W","C","66652","6.58","7576","9.79","21979","40.9%","55.4%","3473","54.1%","5192","55.5%","8665","54.9%","13304","55.6%","-0.7pp"
"Valgavoth's Faithful","B","U","19766","4.47","3082","6.08","14882","67.8%","55.4%","2365","55.6%","3754","59.6%","6119","58.1%","8685","53.6%","4.5pp"
"Marvin, Murderous Mimic","","R","9401","4.76","1132","7.60","2539","31.4%","55.4%","398","","578","54.8%","976","55.0%","1560","55.5%","-0.5pp"
"Spectral Snatcher","B","C","64301","6.37","7945","9.41","30852","54.8%","55.4%","4996","53.7%","7615","56.4%","12611","55.3%","18205","55.4%","-0.1pp"
"Clammy Prowler","U","C","69291","7.52","8077","11.13","11871","20.8%","55.3%","1726","54.9%","3050","55.6%","4776","55.3%","7110","55.1%","0.2pp"
"Let's Play a Game","B","U","23964","5.47","3374","7.96","9697","40.6%","55.2%","1446","55.0%","2442","58.3%","3888","57.1%","5766","53.9%","3.2pp"
"Neglected Manor","","C","33991","6.37","5087","9.04","17692","49.3%","55.2%","3331","56.1%","4148","55.7%","7479","55.8%","10184","54.8%","1.1pp"
"Fear of Infinity","UB","U","21345","4.91","3628","6.58","15827","61.6%","55.2%","2590","54.5%","4137","58.6%","6727","57.1%","9132","53.8%","3.2pp"
"Killer's Mask","B","U","25452","6.26","2890","9.37","6431","31.6%","55.1%","1036","54.2%","1558","57.6%","2594","56.3%","3827","54.3%","2.0pp"
"Damnation","B","M","278","","130","","759","84.4%","55.1%","120","","191","","311","","443","",""
"Fear of Impostors","U","U","21113","4.79","3435","6.64","16110","66.4%","55.1%","2522","54.8%","4212","58.0%","6734","56.8%","9369","53.8%","3.0pp"
"Anthropede","G","C","69422","7.35","8003","10.87","10013","17.6%","55.1%","1442","53.7%","2407","56.3%","3849","55.3%","6154","54.8%","0.5pp"
"Rip, Spawn Hunter","WG","R","6855","3.70","1317","4.59","5681","59.9%","55.0%","896","59.5%","1386","57.1%","2282","58.1%","3390","52.7%","5.4pp"
"Nashi, Searcher in the Dark","UB","R","7507","3.99","1522","5.17","5681","52.9%","55.0%","919","58.5%","1516","57.0%","2435","57.6%","3239","52.9%","4.7pp"
"Bedhead Beastie","R","C","69941","7.35","8659","10.75","18019","29.3%","54.9%","2894","53.0%","4150","55.7%","7044","54.6%","10991","55.1%","-0.5pp"
"Living Phone","W","C","69295","7.61","7456","11.19","9162","17.3%","54.8%","1508","53.5%","2097","53.6%","3605","53.6%","5535","55.5%","-1.9pp"
"Cracked Skull","B","C","68787","7.40","7940","10.95","13688","24.4%","54.8%","2194","53.4%","3577","55.6%","5771","54.8%","7892","54.7%","0.1pp"
"Kona, Rescue Beastie","G","R","5382","3.00","1023","3.64","5175","70.3%","54.7%","803","53.8%","1185","56.3%","1988","55.3%","3172","54.3%","1.0pp"
"Shrewd Storyteller","WG","U","23602","5.93","2756","8.75","8049","41.3%","54.7%","1288","54.5%","1712","54.8%","3000","54.7%","4980","54.3%","0.4pp"
"Smoky Lounge // Misty Salon","UR","U","22369","5.48","4421","6.81","16721","53.4%","54.7%","2600","53.9%","4634","58.2%","7234","56.7%","9346","53.0%","3.7pp"
"Enter the Enigma","U","C","70472","8.12","7906","11.87","4151","7.4%","54.6%","584","53.8%","998","57.1%","1582","55.9%","2568","53.8%","2.1pp"
"Untimely Malfunction","R","U","26367","6.17","3353","9.26","6251","26.5%","54.6%","881","52.6%","1407","59.1%","2288","56.6%","3959","53.4%","3.1pp"
"Miasma Demon","B","U","22786","5.23","3066","7.45","10936","50.4%","54.5%","1518","55.8%","2867","57.0%","4385","56.6%","6486","52.9%","3.7pp"
"Fear of Failed Tests","U","U","25551","6.29","2977","9.58","5777","27.6%","54.4%","822","52.6%","1562","55.6%","2384","54.6%","3404","54.3%","0.3pp"
"Scrabbling Skullcrab","U","U","22417","5.31","3673","7.23","13725","52.5%","54.4%","2329","55.3%","3643","54.6%","5972","54.9%","7760","54.0%","0.8pp"
"Possessed Goat","W","C","67259","7.16","6531","10.89","10058","21.7%","54.4%","1660","56.0%","2374","53.7%","4034","54.6%","5998","54.2%","0.5pp"
"Dashing Bloodsucker","B","U","23638","5.57","3084","8.10","10972","50.4%","54.4%","1659","53.0%","2863","56.8%","4522","55.4%","6457","53.5%","2.0pp"
"Skullsnap Nuisance","UB","U","24386","6.19","3323","8.68","10135","43.5%","54.3%","1646","56.0%","2673","55.9%","4319","55.9%","5808","53.1%","2.8pp"
"Pyroclasm","R","U","23775","5.37","3426","7.76","7734","31.9%","54.3%","1329","52.8%","1889","57.4%","3218","55.5%","4516","53.4%","2.1pp"
"Attack-in-the-Box","","U","28067","7.16","3132","10.69","4585","20.7%","54.0%","749","53.7%","1010","53.4%","1759","53.5%","2826","54.3%","-0.8pp"
"Victor, Valgavoth's Seneschal","WB","R","6539","3.69","1268","4.66","5086","56.5%","53.9%","812","57.1%","1298","56.2%","2110","56.6%","2978","51.9%","4.7pp"
"Meathook Massacre II","B","M","2850","3.28","604","4.10","2145","51.0%","53.9%","300","","553","57.3%","853","55.0%","1284","53.3%","1.7pp"
"Appendage Amalgam","B","C","65657","6.70","6856","10.14","19705","40.7%","53.7%","3075","53.8%","4763","54.3%","7838","54.1%","11854","53.4%","0.7pp"
"Enduring Tenacity","B","R","6047","3.30","1053","4.27","4830","64.2%","53.4%","741","52.8%","1247","58.2%","1988","56.2%","2827","51.5%","4.7pp"
"Fear of the Dark","B","C","68243","7.19","6695","11.03","11987","25.4%","53.4%","1682","52.1%","3075","55.8%","4757","54.5%","7241","52.6%","1.9pp"
"Cursed Recording","R","R","10038","5.33","1791","7.30","3299","25.8%","53.4%","490","","817","50.2%","1307","50.9%","1997","55.0%","-4.1pp"
"Balemurk Leech","B","C","66194","6.89","6957","10.34","17593","35.7%","53.3%","2889","54.6%","4363","54.1%","7252","54.3%","10324","52.5%","1.8pp"
"Greenhouse // Rickety Gazebo","G","U","24980","6.15","3037","9.04","5921","27.3%","52.8%","993","51.3%","1490","57.8%","2483","55.2%","3414","51.0%","4.2pp"
"Rampaging Soulrager","R","C","70191","8.12","8332","11.58","12469","21.0%","52.6%","1980","48.8%","3173","54.7%","5153","52.4%","7319","52.7%","-0.3pp"
"Doomsday Excruciator","B","R","9561","5.10","1201","7.92","1636","19.4%","52.1%","208","","382","","590","50.2%","1039","53.3%","-3.2pp"
"Give In to Violence","B","C","69512","7.92","6748","11.91","4995","10.4%","51.9%","706","51.4%","1196","50.9%","1902","51.1%","3081","52.4%","-1.3pp"
"Unwanted Remake","W","U","25529","5.88","2323","9.48","3640","22.3%","51.5%","520","48.8%","844","53.6%","1364","51.8%","2271","51.4%","0.4pp"
"Walk-In Closet // Forgotten Cellar","G","M","4176","4.78","594","6.99","881","21.1%","51.2%","138","","227","","365","","508","49.0%",""
"Marina Vendrell","WUBRG","R","10627","5.73","1687","8.32","1757","14.7%","51.1%","253","","441","","694","54.8%","1059","48.5%","6.2pp"
"Demonic Counsel","B","R","10440","5.50","1210","8.77","967","11.2%","51.0%","154","","227","","381","","581","49.9%",""
"Grievous Wound","B","R","9502","5.40","1018","8.85","728","10.1%","50.5%","104","","199","","303","","423","",""
"Cackling Slasher","B","C","70021","8.17","6468","12.31","2768","6.0%","50.5%","386","","669","52.3%","1055","50.3%","1715","50.8%","-0.5pp"
"Winter, Misanthropic Guide","BRG","R","10382","5.54","1324","8.74","1346","14.2%","50.5%","211","","316","","527","51.4%","818","49.9%","1.5pp"
"Dazzling Theater // Prop Room","W","R","9027","5.15","982","8.34","857","12.1%","49.8%","119","","196","","315","","541","51.4%",""
"Leyline of Hope","W","R","10785","6.05","1232","9.72","92","1.1%","","0","","18","","18","","74","",""
"Leyline of Transformation","U","R","12025","6.58","1554","10.05","29","0.3%","","0","","6","","6","","22","",""
"Marina Vendrell's Grimoire","U","R","11815","6.36","1482","9.97","96","0.9%","","15","","20","","35","","61","",""
"The Tale of Tamiyo","U","R","11492","6.16","1384","9.61","197","2.0%","","19","","55","","74","","123","",""
"Leyline of the Void","B","R","11351","5.96","1347","9.66","198","2.1%","","0","","38","","38","","160","",""
"Leyline of Resonance","R","R","10846","5.94","1275","9.56","77","0.8%","","0","","13","","13","","64","",""
"Leyline of Mutation","G","R","12379","6.73","1637","10.19","3","0.0%","","0","","0","","0","","3","",""
"Soul Warden","W","M","568","3.77","89","","273","42.3%","","49","","56","","105","","169","",""
"Expropriate","U","M","818","4.47","121","","244","26.8%","","22","","82","","104","","139","",""
"Sacrifice","B","M","847","5.10","88","","27","4.3%","","8","","5","","13","","14","",""
"Maddening Hex","R","M","624","4.05","99","","290","41.8%","","52","","71","","123","","166","",""
"Collected Company","G","M","506","2.92","111","","427","53.3%","","76","","88","","164","","262","",""
"Noxious Revival","G","M","709","4.12","87","","202","33.7%","","28","","40","","68","","136","",""
