"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Kastral, the Windcrested","WU","R","0","","0","","2294","43.0%","53.2%","394","","638","56.7%","1032","56.0%","1263","50.8%","5.2pp"
"Calamitous Tide","U","U","0","","0","","1850","15.2%","53.1%","266","","527","59.4%","793","56.4%","1050","50.5%","5.9pp"
"Steampath Charger","R","C","0","","0","","7293","24.7%","53.1%","1249","50.9%","1643","51.5%","2892","51.2%","4394","54.3%","-3.1pp"
"Teapot Slinger","R","U","0","","0","","3898","31.7%","53.1%","647","52.2%","894","53.4%","1541","52.9%","2357","53.2%","-0.3pp"
"Byway Barterer","R","R","0","","0","","2582","50.1%","52.9%","428","","611","53.2%","1039","54.0%","1541","52.3%","1.7pp"
"Baylen, the Haymaker","WRG","R","0","","0","","1120","20.0%","52.9%","189","","266","","455","","663","53.5%",""
"Eddymurk Crab","U","U","0","","0","","2140","17.8%","52.9%","353","","594","57.6%","947","54.7%","1193","51.5%","3.2pp"
"Rockface Village","","U","0","","0","","3297","27.8%","52.8%","574","51.2%","689","52.0%","1263","51.6%","2033","53.5%","-1.9pp"
"Shoreline Looter","U","U","0","","0","","2815","24.2%","52.7%","547","54.3%","765","57.6%","1312","56.3%","1499","49.6%","6.6pp"
"Stocking the Pantry","G","U","0","","0","","1065","8.8%","52.7%","168","","266","","434","","627","56.8%",""
"War Squeak","R","C","0","","0","","2245","7.8%","52.5%","338","","508","49.6%","846","50.0%","1396","53.9%","-3.9pp"
"For the Common Good","G","R","0","","0","","558","9.8%","52.5%","81","","152","","233","","324","",""
"Skyskipper Duo","U","C","0","","0","","4540","15.5%","52.5%","712","50.3%","1292","55.3%","2004","53.5%","2533","51.8%","1.7pp"
"Shore Up","U","C","0","","0","","4001","13.8%","52.4%","629","52.3%","1060","56.7%","1689","55.1%","2284","50.4%","4.6pp"
"Hearthborn Battler","R","R","0","","0","","2214","40.7%","52.4%","404","","505","55.0%","909","54.3%","1304","51.0%","3.3pp"
"Lightshell Duo","U","C","0","","0","","3294","11.2%","52.3%","517","56.9%","928","53.3%","1445","54.6%","1845","50.5%","4.1pp"
"Dire Downdraft","U","C","0","","0","","4266","14.8%","52.3%","646","51.9%","1182","57.5%","1828","55.5%","2396","49.8%","5.7pp"
"Sunspine Lynx","R","R","0","","0","","1930","36.3%","52.3%","318","","453","","771","47.7%","1157","55.4%","-7.7pp"
"Valley Rally","R","U","0","","0","","1749","14.3%","52.2%","262","","381","","643","51.2%","1105","52.8%","-1.6pp"
"Mind Spiral","U","C","0","","0","","2999","10.3%","52.1%","497","","801","52.7%","1298","50.9%","1681","52.6%","-1.7pp"
"Valley Floodcaller","U","R","0","","0","","1552","28.3%","52.0%","274","","431","","705","52.8%","842","51.4%","1.3pp"
"Reptilian Recruiter","R","U","0","","0","","2370","19.2%","51.9%","356","","518","51.9%","874","49.8%","1491","53.3%","-3.5pp"
"Kitnap","U","R","0","","0","","1734","31.0%","51.6%","289","","459","","748","56.1%","972","47.8%","8.3pp"
"Bellowing Crier","U","C","0","","0","","3829","13.0%","51.5%","692","51.3%","1005","51.2%","1697","51.3%","2126","51.6%","-0.4pp"
"Stormchaser's Talent","U","R","0","","0","","1435","25.3%","51.5%","250","","386","","636","55.3%","787","48.0%","7.3pp"
"Knightfisher","U","U","0","","0","","2003","16.8%","51.5%","327","","544","56.4%","871","53.8%","1139","50.0%","3.8pp"
"Sugar Coat","U","U","0","","0","","2335","19.0%","51.4%","375","","643","54.1%","1018","52.9%","1291","50.3%","2.6pp"
"Clement, the Worrywort","UG","R","0","","0","","1667","30.6%","51.4%","287","","460","","747","53.1%","920","50.0%","3.1pp"
"Kindlespark Duo","R","C","0","","0","","4520","15.5%","51.4%","774","48.3%","1051","49.8%","1825","49.2%","2687","52.8%","-3.7pp"
"Into the Flood Maw","U","U","0","","0","","1559","13.1%","51.4%","268","","427","","695","52.8%","846","49.9%","2.9pp"
"Mind Drill Assailant","UB","C","0","","0","","3691","13.3%","51.4%","591","49.1%","981","51.5%","1572","50.6%","2105","51.6%","-1.1pp"
"Three Tree City","","R","0","","0","","674","12.3%","51.3%","118","","156","","274","","399","",""
"Sazacap's Brew","R","C","0","","0","","3849","13.3%","51.3%","665","46.5%","848","50.2%","1513","48.6%","2331","53.0%","-4.4pp"
"Waterspout Warden","U","C","0","","0","","2526","8.7%","51.2%","408","","678","53.7%","1086","51.9%","1438","50.6%","1.3pp"
"Tidecaller Mentor","UB","U","0","","0","","1133","9.4%","51.2%","199","","308","","507","52.5%","619","49.9%","2.5pp"
"Starforged Sword","","U","0","","0","","1069","9.1%","51.1%","170","","232","","402","","664","52.9%",""
"Finch Formation","U","C","0","","0","","3784","13.3%","51.1%","645","46.7%","1048","52.3%","1693","50.1%","2090","51.7%","-1.5pp"
"Pearl of Wisdom","U","C","0","","0","","2819","9.8%","51.0%","477","","742","55.3%","1219","53.7%","1576","49.0%","4.7pp"
"Might of the Meek","R","C","0","","0","","4712","16.1%","50.9%","742","48.1%","1043","49.6%","1785","49.0%","2924","52.1%","-3.1pp"
"Run Away Together","U","C","0","","0","","3448","12.1%","50.9%","532","45.5%","933","53.3%","1465","50.4%","1945","50.9%","-0.5pp"
"Wildfire Howl","R","U","0","","0","","1277","11.0%","50.8%","215","","302","","517","50.9%","758","50.8%","0.1pp"
"Hoarder's Overflow","R","U","0","","0","","622","5.1%","50.8%","110","","142","","252","","368","",""
"Nightwhorl Hermit","U","C","0","","0","","1588","5.4%","50.4%","305","","415","","720","49.4%","865","51.2%","-1.8pp"
"Helga, Skittish Seer","WUG","M","0","","0","","677","24.4%","50.4%","130","","153","","283","","393","",""
"Long River's Pull","U","U","0","","0","","1160","9.8%","50.3%","193","","340","","533","52.7%","621","48.1%","4.6pp"
"Lilypad Village","","U","0","","0","","1642","13.9%","50.3%","308","","416","","724","50.1%","917","50.4%","-0.2pp"
"Thought Shucker","U","C","0","","0","","1881","6.4%","50.2%","349","","481","","830","49.2%","1045","51.0%","-1.8pp"
"Harnesser of Storms","R","U","0","","0","","1679","14.1%","50.1%","304","","398","","702","46.7%","976","52.7%","-5.9pp"
"Splash Portal","U","U","0","","0","","1482","12.6%","50.1%","229","","430","","659","50.4%","811","50.1%","0.3pp"
"Daring Waverider","U","U","0","","0","","1793","15.2%","50.1%","280","","503","51.5%","783","51.2%","1006","49.1%","2.1pp"
"Gossip's Talent","U","U","0","","0","","929","7.9%","50.1%","157","","247","","404","","521","51.8%",""
"Portent of Calamity","U","R","0","","0","","607","11.5%","49.9%","112","","155","","267","","339","",""
"Ral, Crackling Wit","UR","M","0","","0","","918","34.2%","49.5%","176","","227","","403","","511","44.2%",""
"Tempest Angler","UR","C","0","","0","","3218","11.0%","49.3%","568","47.4%","787","48.4%","1355","48.0%","1859","50.2%","-2.2pp"
"Dawn's Truce","W","R","0","","0","","842","15.9%","47.3%","124","","183","","307","","535","50.5%",""
"Otterball Antics","U","U","0","","0","","1343","11.1%","47.2%","233","","362","","595","47.9%","732","46.4%","1.5pp"
"Alania, Divergent Storm","UR","R","0","","0","","606","11.2%","46.5%","103","","166","","269","","337","",""
"Stormcatch Mentor","UR","U","0","","0","","577","4.8%","42.6%","91","","162","","253","","323","",""
"Eluge, the Shoreless Sea","U","M","0","","0","","403","15.3%","","79","","115","","194","","208","",""
"Wishing Well","U","R","0","","0","","131","2.5%","","18","","37","","55","","73","",""
"Artist's Talent","R","R","0","","0","","345","6.5%","","70","","74","","144","","199","",""
"Festival of Embers","R","R","0","","0","","205","3.7%","","30","","52","","82","","123","",""
"Stormsplitter","R","M","0","","0","","301","11.2%","","46","","63","","109","","191","",""
"Wear Down","G","U","0","","0","","372","3.1%","","49","","102","","151","","221","",""
"Swords to Plowshares","W","M","0","","0","","332","","","67","","80","","147","","183","",""
"Ledger Shredder","U","M","0","","0","","231","45.7%","","41","","58","","99","","132","",""
"Rat Colony","B","M","0","","0","","7","","","1","","3","","4","","3","",""
"Relentless Rats","B","M","0","","0","","22","","","1","","5","","6","","16","",""
"Kindred Charge","R","M","0","","0","","41","","","5","","14","","19","","22","",""
"Sylvan Tutor","G","M","0","","0","","71","13.7%","","15","","25","","40","","30","",""
"Toski, Bearer of Secrets","G","M","0","","0","","470","90.0%","","79","","104","","183","","284","",""
"Frogmite","","M","0","","0","","0","","","0","","0","","0","","0","",""
"Secluded Courtyard","","M","0","","0","","87","","","19","","16","","35","","52","",""
