"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Ghostly Keybearer","U","U","0","","0","","3437","26.5%","54.3%","565","50.8%","905","57.0%","1470","54.6%","1969","54.0%","0.6pp"
"Shroudstomper","WB","U","0","","0","","2307","18.1%","54.3%","358","","570","57.7%","928","55.7%","1373","53.2%","2.5pp"
"Valgavoth, Terror Eater","B","M","0","","0","","1430","48.9%","54.3%","201","","369","","570","58.2%","846","51.4%","6.8pp"
"Growing Dread","UG","U","0","","0","","3162","23.8%","54.2%","564","55.0%","792","59.0%","1356","57.3%","1804","51.9%","5.4pp"
"Murder","B","C","0","","0","","11457","36.1%","54.2%","1906","52.8%","2828","57.7%","4734","55.7%","6695","53.1%","2.6pp"
"Unwilling Vessel","U","U","0","","0","","4440","35.0%","54.2%","766","53.8%","1180","57.0%","1946","55.8%","2489","53.0%","2.8pp"
"Come Back Wrong","B","R","0","","0","","3221","57.5%","54.2%","571","57.1%","792","58.3%","1363","57.8%","1854","51.4%","6.4pp"
"Resurrected Cultist","B","C","0","","0","","5050","15.8%","54.0%","885","50.3%","1174","53.6%","2059","52.2%","2989","55.3%","-3.1pp"
"Vile Mutilator","B","U","0","","0","","4334","34.0%","54.0%","637","53.5%","1109","58.2%","1746","56.5%","2564","52.3%","4.2pp"
"Charred Foyer // Warped Space","R","M","0","","0","","1439","46.4%","53.9%","254","","347","","601","52.1%","836","55.0%","-2.9pp"
"Possessed Goat","W","C","0","","0","","4672","14.7%","53.9%","737","52.6%","1114","51.6%","1851","52.0%","2799","55.0%","-3.0pp"
"Haunted Screen","","U","0","","0","","4030","30.3%","53.8%","718","55.2%","970","54.7%","1688","54.9%","2349","53.0%","1.9pp"
"Norin, Swift Survivalist","R","U","0","","0","","2872","20.8%","53.8%","501","54.3%","633","51.3%","1134","52.6%","1732","54.6%","-2.0pp"
"Live or Die","B","U","0","","0","","4688","34.7%","53.8%","741","51.3%","1143","59.1%","1884","56.0%","2791","52.2%","3.8pp"
"Boilerbilges Ripper","R","C","0","","0","","3353","11.1%","53.8%","542","52.0%","810","54.8%","1352","53.7%","2000","53.9%","-0.2pp"
"The Jolly Balloon Man","WR","R","0","","0","","2621","45.4%","53.8%","440","","608","58.7%","1048","56.2%","1566","52.2%","4.0pp"
"Fear of the Dark","B","C","0","","0","","5662","17.8%","53.6%","885","53.3%","1479","54.2%","2364","53.8%","3302","53.4%","0.5pp"
"Spectral Snatcher","B","C","0","","0","","8879","28.1%","53.6%","1512","53.2%","2171","53.7%","3683","53.5%","5183","53.6%","-0.2pp"
"Thornspire Verge","","R","0","","0","","2087","35.6%","53.6%","392","","458","","850","55.3%","1236","52.3%","2.9pp"
"Cracked Skull","B","C","0","","0","","2989","9.5%","53.5%","523","52.2%","769","55.1%","1292","53.9%","1693","53.0%","0.9pp"
"Anthropede","G","C","0","","0","","6171","19.8%","53.5%","921","48.8%","1461","53.3%","2382","51.6%","3778","54.6%","-3.0pp"
"Violent Urge","R","U","0","","0","","2773","21.3%","53.4%","421","","597","52.9%","1018","51.6%","1755","54.5%","-3.0pp"
"Fear of Lost Teeth","B","C","0","","0","","6586","19.9%","53.4%","1170","53.5%","1587","53.5%","2757","53.5%","3815","53.2%","0.3pp"
"Neglected Manor","","C","0","","0","","4301","26.8%","53.4%","744","56.2%","1034","55.7%","1778","55.9%","2521","51.6%","4.3pp"
"Defiled Crypt // Cadaver Lab","B","U","0","","0","","4140","30.9%","53.4%","711","52.9%","1047","56.0%","1758","54.7%","2369","52.3%","2.5pp"
"Valgavoth's Faithful","B","U","0","","0","","3460","25.9%","53.3%","587","52.0%","849","55.7%","1436","54.2%","2013","52.6%","1.6pp"
"Shrewd Storyteller","WG","U","0","","0","","3232","23.4%","53.3%","548","54.6%","758","54.2%","1306","54.4%","1921","52.3%","2.1pp"
"Enduring Tenacity","B","R","0","","0","","2074","36.2%","53.2%","331","","521","53.9%","852","54.1%","1226","52.6%","1.5pp"
"Miasma Demon","B","U","0","","0","","3518","27.3%","53.2%","521","49.3%","896","57.3%","1417","54.3%","2081","52.5%","1.8pp"
"Untimely Malfunction","R","U","0","","0","","1525","11.2%","53.2%","252","","330","","582","54.6%","943","52.4%","2.3pp"
"Bedhead Beastie","R","C","0","","0","","5681","18.0%","53.1%","992","49.8%","1315","55.2%","2307","52.9%","3375","53.3%","-0.4pp"
"Waltz of Rage","R","R","0","","0","","2717","45.5%","53.1%","444","","637","55.4%","1081","54.9%","1634","51.8%","3.1pp"
"Scrabbling Skullcrab","U","U","0","","0","","1854","14.1%","53.1%","319","","471","","790","53.2%","1063","53.0%","0.2pp"
"Derelict Attic // Widow's Walk","B","C","0","","0","","5093","16.4%","53.1%","892","50.6%","1322","55.1%","2214","53.3%","2866","53.0%","0.3pp"
"Infernal Phantom","R","U","0","","0","","3552","26.7%","53.0%","572","49.1%","803","56.9%","1375","53.7%","2177","52.6%","1.1pp"
"Nashi, Searcher in the Dark","UB","R","0","","0","","1478","25.6%","52.8%","271","","403","","674","55.3%","801","50.7%","4.7pp"
"Enter the Enigma","U","C","0","","0","","2153","6.9%","52.7%","333","","519","53.2%","852","52.9%","1300","52.7%","0.2pp"
"Fear of Infinity","UB","U","0","","0","","2727","20.4%","52.7%","444","","738","51.1%","1182","53.0%","1548","52.5%","0.5pp"
"Appendage Amalgam","B","C","0","","0","","7251","23.3%","52.6%","1275","52.9%","1757","53.7%","3032","53.4%","4208","52.0%","1.4pp"
"Razortrap Gorge","","C","0","","0","","3561","21.7%","52.6%","607","54.0%","836","52.5%","1443","53.2%","2115","52.2%","1.0pp"
"Give In to Violence","B","C","0","","0","","2783","8.8%","52.6%","440","","702","56.6%","1142","53.6%","1633","51.8%","1.8pp"
"Let's Play a Game","B","U","0","","0","","2340","17.4%","52.4%","403","","594","58.8%","997","55.6%","1338","50.0%","5.6pp"
"Greenhouse // Rickety Gazebo","G","U","0","","0","","2329","17.8%","52.3%","410","","562","54.6%","972","53.3%","1351","51.6%","1.7pp"
"Victor, Valgavoth's Seneschal","WB","R","0","","0","","1779","30.7%","52.3%","311","","423","","734","53.0%","1045","51.8%","1.2pp"
"Skullsnap Nuisance","UB","U","0","","0","","1246","9.6%","52.1%","197","","319","","516","54.7%","729","50.2%","4.4pp"
"Dashing Bloodsucker","B","U","0","","0","","2857","22.7%","52.0%","487","","714","52.4%","1201","52.9%","1654","51.5%","1.4pp"
"Balemurk Leech","B","C","0","","0","","5919","18.7%","51.8%","1032","52.5%","1466","52.2%","2498","52.3%","3418","51.4%","0.9pp"
"Pyroclasm","R","U","0","","0","","1769","13.7%","51.8%","297","","419","","716","53.5%","1053","50.6%","2.9pp"
"Disturbing Mirth","BR","U","0","","0","","1491","10.7%","51.6%","216","","370","","586","51.4%","903","51.7%","-0.4pp"
"Funeral Room // Awakening Hall","B","M","0","","0","","1629","52.7%","51.4%","272","","434","","706","52.1%","914","50.8%","1.4pp"
"Rite of the Moth","WB","U","0","","0","","2613","19.6%","51.3%","398","","671","54.5%","1069","51.8%","1536","50.8%","1.0pp"
"Smoky Lounge // Misty Salon","UR","U","0","","0","","1688","12.9%","51.3%","278","","462","","740","51.5%","928","51.4%","0.1pp"
"Meathook Massacre II","B","M","0","","0","","897","29.3%","51.3%","159","","242","","401","","491","",""
"Marvin, Murderous Mimic","","R","0","","0","","972","17.2%","51.2%","163","","240","","403","","567","51.9%",""
"Rampaging Soulrager","R","C","0","","0","","1965","6.2%","51.1%","354","","468","","822","50.0%","1143","52.0%","-2.0pp"
"Blazemire Verge","","R","0","","0","","1631","28.8%","51.1%","315","","395","","710","52.8%","920","49.8%","3.0pp"
"Undead Sprinter","BR","R","0","","0","","1542","25.9%","50.7%","262","","350","","612","52.5%","932","49.8%","2.7pp"
"Winter, Misanthropic Guide","BRG","R","0","","0","","744","12.6%","50.4%","97","","186","","283","","456","",""
"Sawblade Skinripper","BR","U","0","","0","","2021","15.1%","50.3%","360","","461","","821","50.8%","1197","50.0%","0.7pp"
"Attack-in-the-Box","","U","0","","0","","1163","8.8%","50.0%","209","","267","","476","","684","52.5%",""
"Intruding Soulrager","UR","U","0","","0","","749","5.7%","49.8%","147","","185","","332","","417","",""
"Central Elevator // Promising Stairs","U","R","0","","0","","732","12.9%","49.7%","117","","207","","324","","411","",""
"Cackling Slasher","B","C","0","","0","","2980","9.3%","49.6%","495","","705","48.5%","1200","46.8%","1781","51.5%","-4.7pp"
"Dazzling Theater // Prop Room","W","R","0","","0","","878","15.5%","48.9%","135","","200","","335","","542","51.7%",""
"Leyline of Hope","W","R","0","","0","","105","1.8%","","0","","19","","19","","86","",""
"Leyline of Transformation","U","R","0","","0","","18","0.3%","","0","","5","","5","","13","",""
"Marina Vendrell's Grimoire","U","R","0","","0","","69","1.1%","","7","","25","","32","","37","",""
"The Tale of Tamiyo","U","R","0","","0","","185","3.2%","","27","","62","","89","","96","",""
"Demonic Counsel","B","R","0","","0","","307","5.0%","","64","","59","","123","","184","",""
"Doomsday Excruciator","B","R","0","","0","","401","7.1%","","61","","98","","159","","241","",""
"Grievous Wound","B","R","0","","0","","393","6.9%","","69","","95","","164","","228","",""
"Leyline of the Void","B","R","0","","0","","108","1.8%","","0","","25","","25","","83","",""
"Cursed Recording","R","R","0","","0","","281","4.9%","","45","","66","","111","","170","",""
"Leyline of Resonance","R","R","0","","0","","100","1.7%","","0","","14","","14","","86","",""
"Leyline of Mutation","G","R","0","","0","","10","0.2%","","0","","4","","4","","6","",""
"Walk-In Closet // Forgotten Cellar","G","M","0","","0","","444","15.1%","","66","","113","","179","","263","",""
"Marina Vendrell","WUBRG","R","0","","0","","260","4.3%","","42","","60","","102","","157","",""
"Hallowed Haunting","W","M","0","","0","","248","","","40","","66","","106","","142","",""
"Soul Warden","W","M","0","","0","","116","22.1%","","23","","18","","41","","73","",""
"Expropriate","U","M","0","","0","","40","","","7","","11","","18","","22","",""
"Phantasmal Image","U","M","0","","0","","292","50.0%","","51","","80","","131","","161","",""
"Damnation","B","M","0","","0","","371","66.0%","","73","","102","","175","","196","",""
"Sacrifice","B","M","0","","0","","18","","","1","","3","","4","","14","",""
"Maddening Hex","R","M","0","","0","","120","","","26","","35","","61","","58","",""
"Unholy Heat","R","M","0","","0","","309","61.6%","","57","","61","","118","","191","",""
"Collected Company","G","M","0","","0","","131","25.8%","","19","","37","","56","","75","",""
"Noxious Revival","G","M","0","","0","","100","17.1%","","17","","26","","43","","57","",""
