"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Scrapshooter","G","R","3630","2.11","1716","2.23","10748","88.7%","58.7%","1759","62.1%","2707","61.0%","4466","61.4%","6291","56.8%","4.7pp"
"Pileated Provisioner","W","C","63514","6.42","7582","9.63","19750","36.5%","58.6%","2708","58.2%","4571","58.6%","7279","58.4%","12399","58.6%","-0.2pp"
"Lumra, Bellow of the Woods","G","M","1223","1.59","816","1.59","5113","89.6%","58.6%","785","61.9%","1401","62.0%","2186","62.0%","2940","56.1%","5.9pp"
"Calamitous Tide","U","U","24599","6.07","3963","8.49","12926","45.6%","58.6%","1699","57.6%","3866","62.5%","5565","61.0%","7243","56.6%","4.4pp"
"Three Tree Rootweaver","G","C","47876","4.42","8963","6.11","50091","78.9%","58.6%","8745","62.0%","12058","57.7%","20803","59.5%","29271","57.9%","1.7pp"
"Splash Lasher","U","U","17668","4.12","4288","5.09","24215","79.4%","58.5%","3703","59.1%","7195","63.3%","10898","61.8%","13300","55.7%","6.1pp"
"Essence Channeler","W","R","4088","2.51","1358","2.71","7480","77.9%","58.5%","1272","60.5%","1672","62.3%","2944","61.5%","4440","56.1%","5.4pp"
"Sugar Coat","U","U","21329","5.01","3632","6.89","17762","69.4%","58.5%","2767","56.2%","5179","62.2%","7946","60.1%","9689","57.1%","3.0pp"
"Honored Dreyleader","G","U","19888","4.76","3557","6.47","16252","64.7%","58.5%","2624","57.5%","4015","59.5%","6639","58.7%","9513","58.0%","0.7pp"
"Might of the Meek","R","C","62864","6.63","7665","9.56","24041","43.7%","58.4%","3704","57.0%","5758","58.4%","9462","57.8%","14540","58.8%","-0.9pp"
"Plumecreed Mentor","WU","U","22503","5.62","3357","7.82","9905","41.7%","58.4%","1628","60.6%","2544","61.5%","4172","61.2%","5696","56.3%","4.8pp"
"Lunar Convocation","WB","R","6106","3.58","1341","4.50","5878","61.8%","58.4%","941","59.6%","1423","60.4%","2364","60.1%","3473","57.2%","2.9pp"
"Reptilian Recruiter","R","U","24392","6.10","3020","8.80","7922","36.9%","58.4%","1044","56.4%","1703","57.8%","2747","57.3%","5166","59.0%","-1.7pp"
"Valley Floodcaller","U","R","5340","2.98","1564","3.46","8972","79.9%","58.4%","1458","58.1%","2610","61.8%","4068","60.5%","4893","56.6%","3.9pp"
"Playful Shove","R","U","22835","5.32","3186","7.62","12149","53.3%","58.4%","1937","59.1%","2869","59.5%","4806","59.3%","7303","57.8%","1.5pp"
"Thornplate Intimidator","B","C","61071","6.05","7792","9.11","24683","44.8%","58.4%","3635","58.5%","6029","61.6%","9664","60.4%","14909","57.0%","3.4pp"
"Diresight","B","C","63388","6.55","8076","9.76","20410","35.5%","58.4%","3294","56.3%","4922","60.7%","8216","58.9%","12123","58.0%","0.9pp"
"Raccoon Rallier","R","C","61178","6.31","7852","9.05","31606","55.9%","58.4%","5286","59.5%","6707","54.6%","11993","56.7%","19612","59.3%","-2.6pp"
"Bellowing Crier","U","C","63267","6.73","9167","9.48","32666","49.9%","58.3%","5642","59.3%","8788","60.4%","14430","60.0%","18209","57.0%","2.9pp"
"Mind Spiral","U","C","65496","7.13","9505","10.13","23143","34.3%","58.3%","3447","56.2%","6717","62.5%","10164","60.4%","12789","56.6%","3.8pp"
"Dazzling Denial","U","C","62405","6.50","8668","9.23","30413","49.4%","58.2%","5016","60.7%","8342","60.8%","13358","60.8%","16880","56.2%","4.5pp"
"Blooming Blast","R","U","19358","4.42","3066","6.11","16164","73.1%","58.2%","2581","57.6%","3812","59.5%","6393","58.7%","9722","57.8%","0.9pp"
"Splash Portal","U","U","22964","5.65","3543","7.87","12962","51.7%","58.2%","1997","55.4%","3788","62.5%","5785","60.0%","7065","56.5%","3.5pp"
"Mouse Trapper","W","U","21451","5.10","2820","7.35","11867","58.7%","58.2%","1854","59.2%","2709","56.3%","4563","57.4%","7277","58.6%","-1.2pp"
"Mind Drill Assailant","UB","C","65604","6.93","8473","10.14","18596","30.9%","58.1%","2777","55.5%","5231","61.1%","8008","59.1%","10529","57.2%","1.9pp"
"Rust-Shield Rampager","G","C","58893","5.58","8394","8.23","34845","58.3%","58.1%","5210","57.4%","8211","59.8%","13421","58.9%","21444","57.6%","1.3pp"
"Cindering Cutthroat","BR","C","60440","5.94","8099","8.62","30732","53.2%","58.1%","5237","58.4%","6661","56.5%","11898","57.3%","18802","58.6%","-1.3pp"
"Cruelclaw's Heist","B","R","6379","3.56","1285","4.80","5994","65.2%","58.0%","908","58.8%","1458","60.4%","2366","59.8%","3581","56.8%","2.9pp"
"Brave-Kin Duo","W","C","60965","6.17","7163","9.15","23130","45.4%","57.9%","3880","58.4%","4809","55.2%","8689","56.6%","14390","58.7%","-2.1pp"
"Knightfisher","U","U","22689","5.58","3242","8.02","10652","46.3%","57.9%","1539","58.3%","3072","60.7%","4611","59.9%","6069","56.5%","3.3pp"
"Wildfire Howl","R","U","23232","5.71","3004","8.17","7241","33.7%","57.9%","1218","58.2%","1828","60.4%","3046","59.5%","4172","56.6%","2.9pp"
"High Stride","G","C","65075","6.71","8088","10.05","19083","33.2%","57.9%","2723","58.0%","4548","59.5%","7271","58.9%","11779","57.2%","1.8pp"
"Hearthborn Battler","R","R","5012","2.96","1292","3.48","7236","77.6%","57.9%","1217","58.3%","1656","58.3%","2873","58.3%","4364","57.7%","0.6pp"
"Shore Up","U","C","62428","6.49","8840","9.21","33226","52.9%","57.8%","4803","56.6%","9518","61.3%","14321","59.7%","18663","56.2%","3.5pp"
"Skyskipper Duo","U","C","64644","6.86","8940","9.86","26965","42.5%","57.8%","3811","56.6%","7939","61.5%","11750","59.9%","15225","56.2%","3.7pp"
"Early Winter","B","C","59504","5.78","8093","8.61","28315","49.2%","57.8%","4055","56.5%","7156","60.7%","11211","59.2%","16894","56.8%","2.4pp"
"Corpseberry Cultivator","BG","C","57705","5.46","9557","7.63","43405","64.4%","57.8%","6970","56.5%","10617","58.4%","17587","57.6%","25572","57.7%","-0.1pp"
"Steampath Charger","R","C","61390","6.37","7720","9.10","29034","52.6%","57.7%","4675","55.8%","6387","55.9%","11062","55.8%","17939","58.9%","-3.1pp"
"Veteran Guardmouse","WR","C","63797","6.47","7382","9.67","21528","40.8%","57.7%","3294","55.9%","4663","57.2%","7957","56.6%","13573","58.3%","-1.7pp"
"Kastral, the Windcrested","WU","R","4760","2.90","1610","3.23","7957","68.9%","57.7%","1193","58.5%","2193","63.5%","3386","61.7%","4586","54.7%","7.0pp"
"The Infamous Cruelclaw","BR","M","2018","2.52","711","2.69","3234","63.2%","57.7%","529","59.5%","723","59.8%","1252","59.7%","1980","56.4%","3.3pp"
"Mabel's Mettle","W","U","21188","4.80","3004","6.92","14031","65.4%","57.7%","2027","55.8%","3049","57.9%","5076","57.1%","8939","58.0%","-0.9pp"
"Frilled Sparkshooter","R","C","64052","6.90","6947","10.20","17781","35.9%","57.7%","2661","57.3%","3892","54.9%","6553","55.9%","11215","58.7%","-2.8pp"
"Thistledown Players","W","C","61335","6.20","7148","9.23","23234","45.3%","57.7%","3658","57.8%","5045","55.5%","8703","56.5%","14479","58.4%","-1.9pp"
"Short Bow","","U","22551","4.99","2978","7.45","11545","54.5%","57.6%","1839","58.7%","2558","57.2%","4397","57.8%","7132","57.4%","0.4pp"
"Sazacap's Brew","R","C","64211","7.02","7548","10.21","18431","34.2%","57.6%","2944","56.6%","4537","58.8%","7481","58.0%","10894","57.2%","0.7pp"
"Stormcatch Mentor","UR","U","23345","6.32","3118","8.84","8357","37.7%","57.5%","1405","60.8%","2397","59.9%","3802","60.2%","4557","55.2%","5.0pp"
"Three Tree Mascot","","C","64158","6.27","8695","9.26","26312","42.4%","57.4%","4572","57.9%","6101","56.2%","10673","56.9%","15576","57.7%","-0.8pp"
"Bumbleflower's Sharepot","","C","63876","6.13","8386","9.12","25370","42.8%","57.4%","3913","55.5%","6335","60.6%","10248","58.7%","15022","56.6%","2.1pp"
"Lilypad Village","","U","27245","6.99","3312","10.28","8638","37.0%","57.4%","1511","55.9%","2267","58.8%","3778","57.6%","4853","57.2%","0.4pp"
"Bandit's Talent","B","U","20081","4.67","2633","6.97","10404","55.9%","57.3%","1700","55.4%","2614","59.7%","4314","58.0%","6010","56.7%","1.3pp"
"Seedpod Squire","WU","C","62962","6.33","7548","9.57","21975","40.8%","57.2%","3225","57.1%","5355","58.9%","8580","58.2%","13358","56.6%","1.6pp"
"Teapot Slinger","R","U","20126","4.81","2955","6.76","14025","66.0%","57.2%","2147","58.0%","3160","56.3%","5307","57.0%","8755","57.2%","-0.2pp"
"Sinister Monolith","B","U","21772","5.24","2700","8.04","8950","46.7%","57.2%","1396","57.2%","2104","57.3%","3500","57.2%","5408","57.0%","0.3pp"
"Barkform Harvester","","C","66907","6.93","8601","10.19","15511","25.4%","57.1%","2420","54.3%","3959","58.4%","6379","56.8%","9073","57.2%","-0.4pp"
"Tempest Angler","UR","C","61204","6.76","7196","9.70","19950","38.8%","57.0%","3270","58.1%","5710","58.8%","8980","58.5%","10979","55.8%","2.8pp"
"Thought Shucker","U","C","66862","7.55","8545","10.75","15410","25.4%","57.0%","2532","54.8%","4266","59.5%","6798","57.8%","8586","56.3%","1.4pp"
"Starlit Soothsayer","B","C","62396","6.56","6798","9.99","15924","33.0%","57.0%","2576","54.0%","3650","57.0%","6226","55.8%","9506","57.4%","-1.6pp"
"Coiling Rebirth","B","R","6743","3.67","1348","4.85","5629","58.4%","56.9%","735","55.2%","1523","58.7%","2258","57.6%","3335","56.5%","1.1pp"
"Wishing Well","U","R","10596","5.77","1577","8.69","1147","10.3%","56.9%","172","","361","","533","58.9%","601","54.4%","4.5pp"
"Sunspine Lynx","R","R","6997","3.75","1185","5.24","4761","56.5%","56.9%","722","56.2%","1069","57.3%","1791","56.9%","2978","56.8%","0.1pp"
"Huskburster Swarm","B","U","20596","4.76","3197","6.77","13501","59.2%","56.9%","1797","55.3%","3452","57.6%","5249","56.8%","8210","56.7%","0.1pp"
"Run Away Together","U","C","63831","6.93","8625","9.89","24992","40.9%","56.9%","3768","55.5%","7230","60.3%","10998","58.7%","13799","55.4%","3.3pp"
"Conduct Electricity","R","C","64112","6.80","6980","10.24","14643","29.3%","56.8%","1935","58.0%","3609","58.7%","5544","58.4%","9044","55.7%","2.7pp"
"Junkblade Bruiser","RG","C","63212","6.27","7783","9.38","23399","42.1%","56.7%","3383","57.4%","5501","57.0%","8884","57.2%","14544","56.3%","0.8pp"
"Heaped Harvest","G","C","56947","5.41","8457","7.85","33406","55.5%","56.6%","5408","56.3%","8365","58.6%","13773","57.7%","19550","55.8%","1.9pp"
"For the Common Good","G","R","9577","5.24","1116","8.42","684","8.7%","56.6%","88","","155","","243","","443","",""
"Dewdrop Cure","W","U","24785","6.18","2688","9.63","4153","21.7%","56.5%","582","55.8%","895","54.2%","1477","54.8%","2670","57.5%","-2.6pp"
"Clifftop Lookout","G","U","19127","4.40","3176","6.08","15875","70.1%","56.5%","2690","56.8%","4092","56.7%","6782","56.7%","9084","56.3%","0.4pp"
"Peerless Recycling","G","U","24959","5.92","3212","8.93","7891","34.6%","56.4%","1083","56.8%","2068","58.3%","3151","57.8%","4715","55.7%","2.1pp"
"Psychic Whorl","B","C","65713","7.15","7561","10.74","8558","15.9%","56.3%","1390","55.3%","2214","59.8%","3604","58.1%","4909","54.9%","3.2pp"
"Hazardroot Herbalist","G","U","23498","5.56","2929","8.32","9664","46.6%","56.3%","1557","54.8%","2233","55.2%","3790","55.0%","5866","57.1%","-2.1pp"
"Helga, Skittish Seer","WUG","M","3352","3.80","653","5.06","1655","35.0%","56.2%","259","","464","","723","58.6%","936","54.3%","4.4pp"
"Valley Rally","R","U","25493","6.30","2888","9.45","6499","31.6%","56.1%","922","56.6%","1400","54.6%","2322","55.4%","4171","56.6%","-1.2pp"
"Three Tree City","","R","8790","4.64","880","7.80","1024","16.2%","55.9%","177","","242","","419","","605","58.3%",""
"Waterspout Warden","U","C","66393","7.56","7751","10.97","12236","22.1%","55.7%","1930","55.4%","3486","56.4%","5416","56.0%","6826","55.5%","0.6pp"
"War Squeak","R","C","65542","7.42","6383","11.27","6805","15.0%","55.6%","967","54.5%","1451","53.0%","2418","53.6%","4385","56.7%","-3.1pp"
"Harnesser of Storms","R","U","24100","6.05","2977","8.87","7229","34.3%","55.6%","1200","54.1%","1960","54.5%","3160","54.4%","4074","56.4%","-2.0pp"
"Nightwhorl Hermit","U","C","67260","7.81","7986","11.34","9485","16.7%","55.6%","1523","51.5%","2675","59.7%","4198","56.7%","5268","54.5%","2.2pp"
"Stocking the Pantry","G","U","25747","6.48","3173","9.77","4156","18.4%","55.5%","621","51.2%","1047","54.7%","1668","53.4%","2478","56.9%","-3.5pp"
"Starforged Sword","","U","26441","6.56","2846","10.09","3942","19.2%","55.4%","550","54.7%","908","53.0%","1458","53.6%","2480","56.5%","-2.8pp"
"Alania, Divergent Storm","UR","R","7971","4.55","1348","6.40","3461","35.6%","54.9%","553","54.1%","1048","57.6%","1601","56.4%","1865","53.8%","2.6pp"
"Baylen, the Haymaker","WRG","R","8043","4.46","1234","6.43","2177","24.8%","54.9%","317","","498","","815","56.8%","1364","53.7%","3.1pp"
"Kindlespark Duo","R","C","62336","6.80","6609","10.10","14964","31.9%","54.5%","2359","53.2%","3666","53.9%","6025","53.6%","8936","55.0%","-1.3pp"
"Gossip's Talent","U","U","23628","5.96","2859","8.91","6339","31.1%","54.0%","1024","51.1%","1794","56.6%","2818","54.6%","3477","53.3%","1.3pp"
"Wear Down","G","U","26159","6.43","3262","9.72","1622","7.0%","53.9%","246","","395","","641","50.4%","977","56.2%","-5.8pp"
"Finch Formation","U","C","64993","7.34","7000","10.94","9504","19.1%","53.9%","1477","51.2%","2554","56.3%","4031","54.4%","5467","53.5%","0.9pp"
"Hoarder's Overflow","R","U","26700","7.19","2944","11.00","2124","10.1%","52.0%","313","","522","48.1%","835","48.7%","1288","54.1%","-5.4pp"
"Dawn's Truce","W","R","8509","4.68","878","7.61","1240","19.7%","51.9%","168","","298","","466","","770","51.4%",""
"Festival of Embers","R","R","10290","5.87","1383","9.07","565","5.6%","51.3%","56","","171","","227","","332","",""
"Artist's Talent","R","R","9295","5.25","1100","8.12","1196","15.3%","50.5%","176","","314","","490","","702","50.9%",""
"Stormsplitter","R","M","3936","4.40","555","6.81","576","14.5%","49.7%","100","","143","","243","","335","",""
"Rat Colony","B","M","783","4.68","81","","123","21.7%","","24","","20","","44","","79","",""
"Relentless Rats","B","M","885","5.13","86","","3","0.5%","","0","","0","","0","","3","",""
"Kindred Charge","R","M","686","4.00","86","","167","28.1%","","16","","33","","49","","118","",""
"Sylvan Tutor","G","M","573","3.62","72","","142","28.4%","","22","","30","","52","","90","",""
"Frogmite","","M","915","5.57","105","","11","1.5%","","4","","0","","4","","7","",""
"Secluded Courtyard","","M","716","4.39","83","","125","21.5%","","15","","30","","45","","79","",""
